RDA element,mapping,MARC 21 Bibligraphic encoding string and recording method
rdae:P20435,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20435,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20435,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20435,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20435,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20435,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20435,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20435,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20435,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20435,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20435,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20435,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20435,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20436,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20436,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20436,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20436,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20436,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20436,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20436,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20436,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20436,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20436,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20436,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20436,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20436,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20436,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20436,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20436,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20436,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20436,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20436,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20437,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20437,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20437,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20437,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20437,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20437,rdakit:hasM21,511 ** $a [unstructured description] .
rdae:P20437,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20437,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20437,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20437,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20437,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20437,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20437,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20437,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20437,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20437,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20437,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20437,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20437,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20437,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20438,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20438,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20438,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20438,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20438,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20438,rdakit:hasM21,511 ** $a [unstructured description] .
rdae:P20438,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20438,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20438,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20438,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20438,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20438,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20438,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20438,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20438,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20438,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20438,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20438,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20438,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20438,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20439,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20439,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20439,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20439,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20439,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20439,rdakit:hasM21,511 ** $a [unstructured description] .
rdae:P20439,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20439,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20439,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20439,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20439,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20439,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20439,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20439,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20439,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20439,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20439,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20439,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20439,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20439,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20440,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20440,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20440,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20440,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20440,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20440,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20440,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20440,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20440,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20440,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20440,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20440,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20440,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20440,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20440,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20440,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20440,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20440,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20440,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20441,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20441,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20441,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20441,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20441,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20441,rdakit:hasM21,511 ** $a [unstructured description] .
rdae:P20441,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20441,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20441,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20441,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20441,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20441,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20441,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20441,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20441,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20441,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20441,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20441,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20441,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20441,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20442,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20442,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20442,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20442,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20442,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20442,rdakit:hasM21,511 ** $a [unstructured description] .
rdae:P20442,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20442,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20442,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20442,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20442,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20442,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20442,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20442,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20442,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20442,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20442,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20442,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20442,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20442,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20443,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20443,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20443,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20443,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20443,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20443,rdakit:hasM21,511 ** $a [unstructured description] .
rdae:P20443,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20443,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20443,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20443,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20443,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20443,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20443,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20443,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20443,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20443,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20443,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20443,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20443,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20443,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20444,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20444,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20444,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20444,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20444,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20444,rdakit:hasM21,508 ** $a [unstructured description] .
rdae:P20444,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20444,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20444,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20444,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20444,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20444,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20444,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20444,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20444,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20444,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20444,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20444,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20444,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20444,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20445,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20445,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20445,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20445,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20445,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20445,rdakit:hasM21,508 ** $a [unstructured description] .
rdae:P20445,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20445,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20445,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20445,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20445,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20445,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20445,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20445,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20445,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20445,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20445,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20445,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20445,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20445,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20446,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20446,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20446,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20446,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20446,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20446,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20446,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20446,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20446,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20446,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20446,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20446,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20446,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20446,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20446,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20446,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20446,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20446,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20446,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20447,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20447,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20447,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20447,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20447,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20447,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20447,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20447,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20447,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20447,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20447,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20447,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20447,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20447,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20447,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20447,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20447,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20447,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20447,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20448,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20448,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20448,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20448,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20448,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20448,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20448,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20448,rdakit:hasM21,"711 ** $a, c, d, e, f, g, n, q, u [structured description] ."
rdae:P20448,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20448,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20448,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20448,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20448,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20448,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20448,rdakit:hasM21,711 ** $0 [identifier] .
rdae:P20448,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20448,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20448,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20448,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20448,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20448,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20448,rdakit:hasM21,711 ** $1 [IRI] .
rdae:P20449,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20449,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20449,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20449,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20449,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20449,rdakit:hasM21,508 ** $a [unstructured description] .
rdae:P20449,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20449,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20449,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20449,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20449,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20449,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20449,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20449,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20449,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20449,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20449,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20449,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20449,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20449,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20450,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20450,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20450,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20450,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20450,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20450,rdakit:hasM21,508 ** $a [unstructured description] .
rdae:P20450,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20450,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20450,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20450,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20450,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20450,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20450,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20450,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20450,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20450,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20450,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20450,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20450,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20450,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20451,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20451,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20451,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20451,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20451,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20451,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20451,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20451,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20451,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20451,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20451,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20451,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20451,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20451,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20451,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20451,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20451,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20451,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20451,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20452,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20452,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20452,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20452,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20452,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20452,rdakit:hasM21,508 ** $a [unstructured description] .
rdae:P20452,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20452,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20452,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20452,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20452,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20452,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20452,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20452,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20452,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20452,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20452,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20452,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20452,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20452,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20453,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20453,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20453,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20453,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20453,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20453,rdakit:hasM21,508 ** $a [unstructured description] .
rdae:P20453,rdakit:hasM21,"700 3* $a, b, c, d, g, q, u [structured description] ."
rdae:P20453,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20453,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20453,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20453,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20453,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20453,rdakit:hasM21,700 3* $0 [identifier] .
rdae:P20453,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20453,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20453,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20453,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20453,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20453,rdakit:hasM21,700 3* $1 [IRI] .
rdae:P20453,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20454,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20454,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20454,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20454,rdakit:hasM21,511 ** $a [unstructured description] .
rdae:P20454,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20454,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20454,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20454,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20454,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20454,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20454,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20455,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20455,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20455,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20455,rdakit:hasM21,511 ** $a [unstructured description] .
rdae:P20455,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20455,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20455,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20455,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20455,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20455,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20455,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20456,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20456,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20456,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20456,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20456,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20456,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20456,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20456,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20456,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20456,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20457,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20457,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20457,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20457,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdae:P20457,rdakit:hasM21,720 2* $0 [identifier] .
rdae:P20457,rdakit:hasM21,720 #* $0 [identifier] .
rdae:P20457,rdakit:hasM21,710 ** $0 [identifier] .
rdae:P20457,rdakit:hasM21,720 2* $1 [IRI] .
rdae:P20457,rdakit:hasM21,720 #* $1 [IRI] .
rdae:P20457,rdakit:hasM21,710 ** $1 [IRI] .
rdae:P20458,rdakit:hasM21,720 2* $a [unstructured description] .
rdae:P20458,rdakit:hasM21,720 #* $a [unstructured description] .
rdae:P20458,rdakit:hasM21,500 ** $a [unstructured description] .
rdae:P20458,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
