*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],sameAs[0],*status,instructionNumber,has element type
has parallel title of series,rdam:parallelTitleOfSeries.en,Relates a manifestation to a nomen that is a title of a series in another language or script.,,parallel title proper of subseries,parallel title proper of series,,,,,,,,parallel title of series,A nomen that is a title of series in another language or script.,rdam:P30204,property,rdac:C10007,rdam:P30157,rdam:P30203,,Published,2.12.3,3
has parallel title proper,rdam:parallelTitleProper.en,Relates a manifestation to a nomen that is a title proper in another language or script.,,,,,,,,,,,parallel title proper,A nomen that is a title proper in another language or script.,rdam:P30203,property,rdac:C10007,rdam:P30156,,,Published,2.3.3,3
has parallel title proper of subseries (Deprecated),rdam:parallelTitleProperOfSubseries.en,Relates a manifestation to a title proper of a subseries in another language or script. (Deprecated),,,,,,,,,,,parallel title proper of subseries (Deprecated),A title proper of subseries in another language or script. (Deprecated),rdam:P30205,property,rdac:C10007,rdam:P30158,rdam:P30204,,Deprecated,2.12.11,3
has part manifestation,rdam:partManifestation.en,Relates a manifestation to a manifestation that is a discrete component of another manifestation.,,container of (manifestation),,,,,,,,,part manifestation,A manifestation that is a discrete component of another manifestation.,rdam:P30033,property,rdac:C10007,rdam:P30048,,,Published,24.5,2
is part of manifestation,rdam:partOfManifestation.en,Relates a manifestation to a manifestation that has another manifestation as a discrete component.,,contained in (manifestation),,,,,,,,,part of manifestation,A manifestation that has another manifestation as a discrete component.,rdam:P30020,property,rdac:C10007,rdam:P30048,,,Published,24.5,2
has place of distribution,rdam:placeOfDistribution.en,Relates a manifestation to a place that is associated with the distribution of a published manifestation.,,,,,,,,,,,place of distribution,A place that is associated with the distribution of a published manifestation.,rdam:P30085,property,rdac:C10007,rdam:P30279,,,Published,2.9.2,3
has place of manifestation,rdam:placeOfManifestation.en,"Relates a manifestation to a place that is associated with the distribution, printing, duplicating, casting, publication, release, or issuing of a published manifestation, or the inscription, fabrication, construction, or other method of production of an unpublished manifestation.",,,,,,,,,,,place of manifestation,"A place that is associated with the distribution, printing, duplicating, casting, publication, release, or issuing of a published manifestation, or the inscription, fabrication, construction, or other method of production of an unpublished manifestation.",rdam:P30279,property,rdac:C10007,rdam:P30272,,,Published,,3
has place of manufacture,rdam:placeOfManufacture.en,"Relates a manifestation to a place that is associated with the printing, duplicating, casting, or other method of manufacturing of a published manifestation.",,,,,,,,,,,place of manufacture,"A place that is associated with the printing, duplicating, casting, or other method of manufacturing of a published manifestation.",rdam:P30087,property,rdac:C10007,rdam:P30279,,,Published,2.10.2,3
has place of production,rdam:placeOfProduction.en,"Relates a manifestation to a place that is associated with the inscription, fabrication, construction, or other method of production of an unpublished manifestation.",,,,,,,,,,,place of production,"A place that is associated with the inscription, fabrication, construction, or other method of production of an unpublished manifestation.",rdam:P30086,property,rdac:C10007,rdam:P30279,,,Published,2.7.2,3
has place of publication,rdam:placeOfPublication.en,"Relates a manifestation to a place that is associated with the publication, release, or issuing of a published manifestation.",,,,,,,,,,,place of publication,"A place that is associated with the publication, release, or issuing of a published manifestation.",rdam:P30088,property,rdac:C10007,rdam:P30279,,,Published,2.8.2,3
has plate number for notated music,rdam:plateNumberForNotatedMusic.en,"Relates a manifestation to a nomen that is an identifier for manifestation other than a publisher number for notated music, assigned by a publisher to a manifestation of a notated music expression to indicate the printing plate used in the printing process.","The number normally appears at the bottom of each page, and sometimes on the title page. The number may include initials, abbreviations, or words identifying the publisher, or be followed by a number corresponding to the number of pages or plates or a number corresponding to an individual page or plate.",,,,,,,,,,plate number for notated music,"A nomen that is an identifier for manifestation other than a publisher number for notated music, assigned by a publisher to a manifestation of a notated music expression to indicate the printing plate used in the printing process.",rdam:P30066,property,rdac:C10007,rdam:P30004,,,Published,2.15.3,3
has platemaker agent,rdam:platemakerAgent.en,Relates a manifestation to an agent who is responsible for manufacturing a manifestation by preparing plates used in the production of printed images or text.,,platemaker,,,,,,,,,platemaker agent,An agent who is responsible for manufacturing a manifestation by preparing plates used in the production of printed images or text.,rdam:P30075,property,rdac:C10007,rdam:P30082,,,Published,18.5,2
has platemaker collective agent,rdam:platemakerCollectiveAgent.en,Relates a manifestation to a collective agent who is responsible for manufacturing a manifestation by preparing plates used in the production of printed images or text.,,,,,,,,,,,platemaker collective agent,A collective agent who is responsible for manufacturing a manifestation by preparing plates used in the production of printed images or text.,rdam:P30384,property,rdac:C10007,rdam:P30390,rdam:P30075,,Published,,2
has platemaker corporate body,rdam:platemakerCorporateBody.en,Relates a manifestation to a corporate body who is responsible for manufacturing a manifestation by preparing plates used in the production of printed images or text.,,,,,,,,,,,platemaker corporate body,A corporate body who is responsible for manufacturing a manifestation by preparing plates used in the production of printed images or text.,rdam:P30413,property,rdac:C10007,rdam:P30419,rdam:P30384,,Published,,2
has platemaker family,rdam:platemakerFamily.en,Relates a manifestation to a family who is responsible for manufacturing a manifestation by preparing plates used in the production of printed images or text.,,,,,,,,,,,platemaker family,A family who is responsible for manufacturing a manifestation by preparing plates used in the production of printed images or text.,rdam:P30442,property,rdac:C10007,rdam:P30448,rdam:P30384,,Published,,2
has platemaker person,rdam:platemakerPerson.en,Relates a manifestation to a person who is responsible for manufacturing a manifestation by preparing plates used in the production of printed images or text.,,,,,,,,,,,platemaker person,A person who is responsible for manufacturing a manifestation by preparing plates used in the production of printed images or text.,rdam:P30355,property,rdac:C10007,rdam:P30361,rdam:P30075,,Published,,2
has playing speed,rdam:playingSpeed.en,Relates a manifestation to a speed at which an audio carrier must be operated to produce the sound intended.,,,,,,,,,,,playing speed,A speed at which an audio carrier must be operated to produce the sound intended.,rdam:P30201,property,rdac:C10007,rdam:P30125,,,Published,3.16.4,5
has polarity,rdam:polarity.en,Relates a manifestation to a relationship of the colours and tones in an image to the colours and tones of the object reproduced.,,,,,,,,,,,polarity,A relationship of the colours and tones in an image to the colours and tones of the object reproduced.,rdam:P30196,property,rdac:C10007,,,,Published,3.14,4
has preferred citation,rdam:preferredCitation.en,"Relates a manifestation to a citation for a manifestation in the form preferred by a creator, publisher, custodian, indexing or abstracting service, or other agent.",,,,,,,,,,,preferred citation,"A citation for a manifestation in the form preferred by a creator, publisher, custodian, indexing or abstracting service, or other agent.",rdam:P30005,property,rdac:C10007,,,,Published,2.16,6
has presentation format,rdam:presentationFormat.en,Relates a manifestation to a format that is used in the production of a projected image.,,,,,,,,,,,presentation format,A format that is used in the production of a projected image.,rdam:P30163,property,rdac:C10007,rdam:P30127,,,Published,3.17.2,4
is preservation facsimile of item of,rdam:preservationFacsimileOfItemOf.en,"Relates a manifestation to an item that is used as the basis for an exact reproduction on preservation-quality media, such as acid-free permanent or archival paper.",,,,,,,,,,,preservation facsimile of item of,"An item that is used as the basis for an exact reproduction on preservation-quality media, such as acid-free permanent or archival paper.",rdam:P30301,property,rdac:C10007,rdam:P30300,,,Published,,2
has preservation facsimile of manifestation,rdam:preservationFacsimileOfManifestation.en,"Relates a manifestation to a manifestation that consists of an exact reproduction on preservation-quality media, such as acid-free permanent or archival paper.",,preservation facsimile (manifestation),,,,,,,,,preservation facsimile of manifestation,"A manifestation that consists of an exact reproduction on preservation-quality media, such as acid-free permanent or archival paper.",rdam:P30021,property,rdac:C10007,rdam:P30031,,,Published,24.5,2
is preservation facsimile of manifestation of,rdam:preservationFacsimileOfManifestationOf.en,"Relates a manifestation to a manifestation that is used as the basis for an exact reproduction on preservation-quality media, such as acid-free permanent or archival paper.",,,,,,,,,,,preservation facsimile of manifestation of,"A manifestation that is used as the basis for an exact reproduction on preservation-quality media, such as acid-free permanent or archival paper.",rdam:P30045,property,rdac:C10007,rdam:P30047,,,Published,24.5,2
has printer agent,rdam:printerAgent.en,"Relates a manifestation to an agent who is responsible for manufacturing a manifestation of printed text, notated music, or other content from type or plates.","Includes the manufacture of a book, newspaper, magazine, broadside, or score.",printer,,,,,,,,,printer agent,"An agent who is responsible for manufacturing a manifestation of printed text, notated music, or other content from type or plates.",rdam:P30078,property,rdac:C10007,rdam:P30082,,,Published,18.5,2
has printer collective agent,rdam:printerCollectiveAgent.en,"Relates a manifestation to a collective agent who is responsible for manufacturing a manifestation of printed text, notated music, or other content from type or plates.","Includes the manufacture of a book, newspaper, magazine, broadside, or score.",,,,,,,,,,printer collective agent,"A collective agent who is responsible for manufacturing a manifestation of printed text, notated music, or other content from type or plates.",rdam:P30387,property,rdac:C10007,rdam:P30390,rdam:P30078,,Published,,2
has printer corporate body,rdam:printerCorporateBody.en,"Relates a manifestation to a corporate body who is responsible for manufacturing a manifestation of printed text, notated music, or other content from type or plates.","Includes the manufacture of a book, newspaper, magazine, broadside, or score.",,,,,,,,,,printer corporate body,"A corporate body who is responsible for manufacturing a manifestation of printed text, notated music, or other content from type or plates.",rdam:P30416,property,rdac:C10007,rdam:P30419,rdam:P30387,,Published,,2
has printer family,rdam:printerFamily.en,"Relates a manifestation to a family who is responsible for manufacturing a manifestation of printed text, notated music, or other content from type or plates.","Includes the manufacture of a book, newspaper, magazine, broadside, or score.",,,,,,,,,,printer family,"A family who is responsible for manufacturing a manifestation of printed text, notated music, or other content from type or plates.",rdam:P30445,property,rdac:C10007,rdam:P30448,rdam:P30387,,Published,,2
has printer person,rdam:printerPerson.en,"Relates a manifestation to a person who is responsible for manufacturing a manifestation of printed text, notated music, or other content from type or plates.","Includes the manufacture of a book, newspaper, magazine, broadside, or score.",,,,,,,,,,printer person,"A person who is responsible for manufacturing a manifestation of printed text, notated music, or other content from type or plates.",rdam:P30358,property,rdac:C10007,rdam:P30361,rdam:P30078,,Published,,2
has printmaker agent,rdam:printmakerAgent.en,"Relates a manifestation to an agent who is responsible for manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",,printmaker,,,,,,,,,printmaker agent,"An agent who is responsible for manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",rdam:P30072,property,rdac:C10007,rdam:P30082,,,Published,18.5,2
has printmaker collective agent,rdam:printmakerCollectiveAgent.en,"Relates a manifestation to a collective agent who is responsible for manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",,,,,,,,,,,printmaker collective agent,"A collective agent who is responsible for manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",rdam:P30381,property,rdac:C10007,rdam:P30390,rdam:P30072,,Published,,2
has printmaker corporate body,rdam:printmakerCorporateBody.en,"Relates a manifestation to a corporate body who is responsible for manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",,,,,,,,,,,printmaker corporate body,"A corporate body who is responsible for manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",rdam:P30410,property,rdac:C10007,rdam:P30419,rdam:P30381,,Published,,2
has printmaker family,rdam:printmakerFamily.en,"Relates a manifestation to a family who is responsible for manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",,,,,,,,,,,printmaker family,"A family who is responsible for manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",rdam:P30439,property,rdac:C10007,rdam:P30448,rdam:P30381,,Published,,2
has printmaker person,rdam:printmakerPerson.en,"Relates a manifestation to a person who is responsible for manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",,,,,,,,,,,printmaker person,"A person who is responsible for manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",rdam:P30352,property,rdac:C10007,rdam:P30361,rdam:P30072,,Published,,2
has producer agent of unpublished manifestation,rdam:producerAgentOfUnpublishedManifestation.en,"Relates a manifestation to an agent who is responsible for inscribing, fabricating, constructing, or other method of producing an unpublished manifestation.",,producer of unpublished manifestation,,,,,,,,,producer agent of unpublished manifestation,"An agent who is responsible for inscribing, fabricating, constructing, or other method of producing, an unpublished manifestation.",rdam:P30081,property,rdac:C10007,rdam:P30329,,,Published,21.2,2
has producer collective agent of unpublished manifestation,rdam:producerCollectiveAgentOfUnpublishedManifestation.en,"Relates a manifestation to a collective agent who is responsible for inscribing, fabricating, constructing, or other method of producing an unpublished manifestation.",,,,,,,,,,,producer collective agent of unpublished manifestation,"A collective agent who is responsible for inscribing, fabricating, constructing, or other method of producing an unpublished manifestation.",rdam:P30389,property,rdac:C10007,rdam:P30392,rdam:P30081,,Published,,2
has producer corporate body of unpublished manifestation,rdam:producerCorporateBodyOfUnpublishedManifestation.en,"Relates a manifestation to a corporate body who is responsible for inscribing, fabricating, constructing, or other method of producing an unpublished manifestation.",,,,,,,,,,,producer corporate body of unpublished manifestation,"A corporate body who is responsible for inscribing, fabricating, constructing, or other method of producing an unpublished manifestation.",rdam:P30418,property,rdac:C10007,rdam:P30421,rdam:P30389,,Published,,2
has producer family of unpublished manifestation,rdam:producerFamilyOfUnpublishedManifestation.en,"Relates a manifestation to a family who is responsible for inscribing, fabricating, constructing, or other method of producing an unpublished manifestation.",,,,,,,,,,,producer family of unpublished manifestation,"A family who is responsible for inscribing, fabricating, constructing, or other method of producing an unpublished manifestation.",rdam:P30447,property,rdac:C10007,rdam:P30450,rdam:P30389,,Published,,2
has producer person of unpublished manifestation,rdam:producerPersonOfUnpublishedManifestation.en,"Relates a manifestation to a person who is responsible for inscribing, fabricating, constructing, or other method of producing an unpublished manifestation.",,,,,,,,,,,producer person of unpublished manifestation,"A person who is responsible for inscribing, fabricating, constructing, or other method of producing an unpublished manifestation.",rdam:P30360,property,rdac:C10007,rdam:P30363,rdam:P30081,,Published,,2
has production method,rdam:productionMethod.en,Relates a manifestation to a process that is used to produce a manifestation.,,,,,,,,,,,production method,A process that is used to produce a manifestation.,rdam:P30187,property,rdac:C10007,,,,Published,3.9,4
has production method for manuscript (Deprecated),rdam:productionMethodForManuscript.en,Relates a manifestation to the process used to produce an original manuscript or a copy.,,,,,,,,,,,production method for manuscript (Deprecated),The process used to produce an original manuscript or a copy. (Deprecated),rdam:P30189,property,rdac:C10007,rdam:P30187,,,Deprecated,3/9/2002,
has production method for tactile resource (Deprecated),rdam:productionMethodForTactileResource.en,Relates a manifestation to the process used to produce a tactile resource.,,,,,,,,,,,production method for tactile resource (Deprecated),The process used to produce a tactile resource. (Deprecated),rdam:P30188,property,rdac:C10007,rdam:P30187,,,Deprecated,3/9/2003,
has production statement,rdam:productionStatement.en,"Relates a manifestation to a statement that identifies a place of production, a producer, or a date of production of an unpublished manifestation.","A production statement includes a statement about the inscription, fabrication, construction, etc., of an unpublished manifestation.",,,,,,,,,,production statement,"A statement that identifies a place of production, a producer, or a date of production of an unpublished manifestation.",rdam:P30110,property,rdac:C10007,,,,Published,2.7,6
has projection characteristic of motion picture film,rdam:projectionCharacteristicOfMotionPictureFilm.en,Relates a manifestation to a technical specification relating to the projection of a motion picture film.,,,,,,,,,,,projection characteristic of motion picture film,A technical specification relating to the projection of a motion picture film.,rdam:P30127,property,rdac:C10007,,,,Published,3.17,6
has projection speed,rdam:projectionSpeed.en,Relates a manifestation to a speed at which a projected carrier must be operated to produce the moving image intended.,,,,,,,,,,,projection speed,A speed at which a projected carrier must be operated to produce the moving image intended.,rdam:P30200,property,rdac:C10007,rdam:P30127,,,Published,3.17.3,6
has publication statement,rdam:publicationStatement.en,"Relates a manifestation to a statement that identifies a place of publication, a publisher, or a date of publication of a published manifestation.","A publication statement includes a statement about the publication, release, or issuing of a published manifestation.",,,,,,,,,,publication statement,"A statement that identifies a place of publication, a publisher, or a date of publication of a published manifestation.",rdam:P30111,property,rdac:C10007,,,,Published,2.8,6
has publisher agent,rdam:publisherAgent.en,"Relates a manifestation to an agent who is responsible for publishing, releasing, or issuing a published manifestation.",,publisher,,,,,,,,,publisher agent,"An agent who is responsible for publishing, releasing, or issuing a published manifestation.",rdam:P30083,property,rdac:C10007,rdam:P30329,,,Published,21.3,2
has publisher collective agent,rdam:publisherCollectiveAgent.en,"Relates a manifestation to a collective agent who is responsible for publishing, releasing, or issuing a published manifestation.",,,,,,,,,,,publisher collective agent,"A collective agent who is responsible for publishing, releasing, or issuing a published manifestation.",rdam:P30391,property,rdac:C10007,rdam:P30392,rdam:P30083,,Published,,2
has publisher corporate body,rdam:publisherCorporateBody.en,"Relates a manifestation to a corporate body who is responsible for publishing, releasing, or issuing a published manifestation.",,,,,,,,,,,publisher corporate body,"A corporate body who is responsible for publishing, releasing, or issuing a published manifestation.",rdam:P30420,property,rdac:C10007,rdam:P30421,rdam:P30391,,Published,,2
has publisher family,rdam:publisherFamily.en,"Relates a manifestation to a family who is responsible for publishing, releasing, or issuing a published manifestation.",,,,,,,,,,,publisher family,"A family who is responsible for publishing, releasing, or issuing a published manifestation.",rdam:P30449,property,rdac:C10007,rdam:P30450,rdam:P30391,,Published,,2
has publisher number for notated music,rdam:publisherNumberForNotatedMusic.en,"Relates a manifestation to a nomen that is an identifier for manifestation other than a plate number for notated music, assigned by a publisher to a manifestation of a notated music expression.","The number normally appears only on the title page, the cover, or the first page of music, and sometimes includes initials, abbreviations, or words identifying the publisher.",publisher's number for notated music,,,,,,,,,publisher number for notated music,"A nomen that is an identifier for manifestation other than a plate number for notated music, assigned by a publisher to a manifestation of a notated music expression.",rdam:P30065,property,rdac:C10007,rdam:P30004,,,Published,2.15.2,3
has publisher person,rdam:publisherPerson.en,"Relates a manifestation to a person who is responsible for publishing, releasing, or issuing a published manifestation.",,,,,,,,,,,publisher person,"A person who is responsible for publishing, releasing, or issuing a published manifestation.",rdam:P30362,property,rdac:C10007,rdam:P30363,rdam:P30083,,Published,,2
has recording medium,rdam:recordingMedium.en,Relates a manifestation to a type of medium used to record sound on an audio carrier.,,,,,,,,,,,recording medium,A type of medium used to record sound on an audio carrier.,rdam:P30206,property,rdac:C10007,rdam:P30125,,,Published,3.16.3,4
has reduction ratio,rdam:reductionRatio.en,Relates a manifestation to a numerical ratio of the size of a micro-image in relation to the original from which it was produced.,,,,,,,,,,,reduction ratio,A numerical ratio of the size of a micro-image in relation to the original from which it was produced.,rdam:P30198,property,rdac:C10007,,,,Published,3.15,6
has reduction ratio designation,rdam:reductionRatioDesignation.en,Relates a manifestation to a general designation of the size of a micro-image in relation to the original from which it was produced.,,,,,,,,,,,reduction ratio designation,A general designation of the size of a micro-image in relation to the original from which it was produced.,rdam:P30263,property,rdac:C10007,,,,Published,3.15.1.5,4
is reference source of,rdam:referenceSourceOf.en,Relates a manifestation to a nomen for which evidence of use is provided by a manifestation.,,,,,,,,,,,reference source of,A nomen for which evidence of use is provided by a manifestation.,rdam:P30457,property,rdac:C10007,rdam:P30274,,,Published,,2
has regional encoding,rdam:regionalEncoding.en,"Relates a manifestation to a designation for one or more regions of the world for which a videodisc or video game carrier has been encoded, indicating that playback is restricted to a device configured to decode it.",,,,,,,,,,,regional encoding,"A designation for one or more regions of the world for which a videodisc or video game carrier has been encoded, indicating that playback is restricted to a device configured to decode it.",rdam:P30006,property,rdac:C10007,rdam:P30124,,,Published,3.19.6,4
has related agent of manifestation,rdam:relatedAgentOfManifestation.en,Relates a manifestation to an agent who is associated with a manifestation.,,other agent associated with manifestation,,,,,,,,,related agent of manifestation,An agent who is associated with a manifestation.,rdam:P30267,property,rdac:C10007,rdam:P30264,rdax:P00006,,Published,,1
has related collective agent of manifestation,rdam:relatedCollectiveAgentOfManifestation.en,Relates a manifestation to a collective agent who is associated with a manifestation.,,,,,,,,,,,related collective agent of manifestation,A collective agent who is associated with a manifestation.,rdam:P30271,property,rdac:C10007,rdam:P30267,rdax:P00012,,Published,,1
has related corporate body of manifestation,rdam:relatedCorporateBodyOfManifestation.en,Relates a manifestation to a corporate body who is associated with a manifestation.,,,,,,,,,,,related corporate body of manifestation,A corporate body who is associated with a manifestation.,rdam:P30270,property,rdac:C10007,rdam:P30271,rdax:P00009,,Published,,1
has related entity of manifestation,rdam:relatedEntityOfManifestation.en,Relates a manifestation to an entity that is associated with a manifestation.,,,,,,,,,,,related entity of manifestation,An entity that is associated with a manifestation.,rdam:P30330,property,rdac:C10007,rdax:P00028,,,Published,,1
has related expression of manifestation,rdam:relatedExpressionOfManifestation.en,Relates a manifestation to an expression that is associated with a manifestation.,,,,,,,,,,,related expression of manifestation,An expression that is associated with a manifestation.,rdam:P30266,property,rdac:C10007,rdam:P30264,rdax:P00003,,Published,,1
has related family of manifestation,rdam:relatedFamilyOfManifestation.en,Relates a manifestation to a family who is associated with a manifestation.,,,,,,,,,,,related family of manifestation,A family who is associated with a manifestation.,rdam:P30269,property,rdac:C10007,rdam:P30271,rdax:P00008,,Published,,1
has related item of manifestation,rdam:relatedItemOfManifestation.en,Relates a manifestation to an item that is associated with a manifestation.,,,,,,,,,,,related item of manifestation,An item that is associated with a manifestation.,rdam:P30140,property,rdac:C10007,rdam:P30264,rdax:P00005,,Published,,1
has related manifestation of manifestation,rdam:relatedManifestationOfManifestation.en,Relates a manifestation to a manifestation that is associated with a manifestation.,,whole-part manifestation relationship,,,,,,,,,related manifestation of manifestation,A manifestation that is associated with a manifestation.,rdam:P30048,property,rdac:C10007,rdam:P30264,rdax:P00004,,Published,,1
has related nomen of manifestation,rdam:relatedNomenOfManifestation.en,Relates a manifestation to a nomen that is associated with a manifestation.,,,,,,,,,,,related nomen of manifestation,A nomen that is associated with a manifestation.,rdam:P30274,property,rdac:C10007,rdam:P30264,rdax:P00013,,Published,,1
has related person of manifestation,rdam:relatedPersonOfManifestation.en,Relates a manifestation to a person who is associated with a manifestation.,,,,,,,,,,,related person of manifestation,A person who is associated with a manifestation.,rdam:P30268,property,rdac:C10007,rdam:P30267,rdax:P00007,,Published,,1
has related place of manifestation,rdam:relatedPlaceOfManifestation.en,Relates a manifestation to a place that is associated with a manifestation.,,,,,,,,,,,related place of manifestation,A place that is associated with a manifestation.,rdam:P30272,property,rdac:C10007,rdam:P30264,rdax:P00010,,Published,,1
has related RDA entity of manifestation,rdam:relatedRDAEntityOfManifestation.en,Relates a manifestation to an RDA entity that is associated with a manifestation.,,,,,,,,,,,related RDA entity of manifestation,An RDA entity that is associated with a manifestation.,rdam:P30264,property,rdac:C10007,rdam:P30330,rdax:P00001,,Published,,1
has related timespan of manifestation,rdam:relatedTimespanOfManifestation.en,Relates a manifestation to a timespan that is associated with a manifestation.,,,,,,,,,,,related timespan of manifestation,A timespan that is associated with a manifestation.,rdam:P30273,property,rdac:C10007,rdam:P30264,rdax:P00011,,Published,,1
has related work of manifestation,rdam:relatedWorkOfManifestation.en,Relates a manifestation to a work that is associated with a manifestation.,,,,,,,,,,,related work of manifestation,A work that is associated with a manifestation.,rdam:P30265,property,rdac:C10007,rdam:P30264,rdax:P00002,,Published,,1
is reprint of item of,rdam:reprintOfItemOf.en,Relates a manifestation to an item that exemplifies a printed manifestation that is used as the basis for a reissue of a manifestation.,,reprint of (item),,,,,,,,,reprint of item of,An item that exemplifies a printed manifestation that is used as the basis for a reissue of a manifestation.,rdam:P30302,property,rdac:C10007,rdam:P30303,,,Published,,2
is reprint of manifestation of,rdam:reprintOfManifestationOf.en,Relates a manifestation to a manifestation that is a printed manifestation that is used as the basis for a reissue of a manifestation.,,reprint of (manifestation),,,,,,,,,reprint of manifestation of,A manifestation that is a printed manifestation that is used as the basis for a reissue of a manifestation.,rdam:P30093,property,rdac:C10007,rdam:P30043,,,Published,24.5,2
is reprinted as manifestation,rdam:reprintedAsManifestation.en,Relates a manifestation to a manifestation that is a reissue of another printed manifestation.,,,,,,,,,,,reprinted as manifestation,A manifestation that is a reissue of another printed manifestation.,rdam:P30038,property,rdac:C10007,rdam:P30039,,,Published,24.5,2
is reproduced as manifestation,rdam:reproducedAsManifestation.en,Relates a manifestation to a manifestation that reproduces another manifestation.,,,,,,,,,,,reproduced as manifestation,A manifestation that reproduces another manifestation.,rdam:P30039,property,rdac:C10007,rdam:P30024,,,Published,24.5,2
is reproduction of item of,rdam:reproductionOfItemOf.en,Relates a manifestation to an item that is used as the basis for a reproduction.,,reproduction of (item),,,,,,,,,reproduction of item of,An item that is used as the basis for a reproduction.,rdam:P30303,property,rdac:C10007,rdam:P30140,,,Published,,2
is reproduction of manifestation of,rdam:reproductionOfManifestationOf.en,Relates a manifestation to a manifestation that is used as the basis for a reproduction.,,reproduction of (manifestation),,,,,,,,,reproduction of manifestation of,A manifestation that is used as the basis for a reproduction.,rdam:P30043,property,rdac:C10007,rdam:P30024,,,Published,24.5,2
has resolution,rdam:resolution.en,"Relates a manifestation to a clarity or fineness of detail in a digital image, expressed by the measurement of the image in pixels, etc.",,,,,,,,,,,resolution,"A clarity or fineness of detail in a digital image, expressed by the measurement of the image in pixels, etc.",rdam:P30159,property,rdac:C10007,rdam:P30124,,,Published,3.19.5,6
has restriction on access to manifestation,rdam:restrictionOnAccessToManifestation.en,Relates a manifestation to a limitation placed on access to a manifestation.,,,,,,,,,,,restriction on access to manifestation,A limitation placed on access to a manifestation.,rdam:P30145,property,rdac:C10007,,,,Published,4.4,6
has restriction on use of manifestation,rdam:restrictionOnUseOfManifestation.en,"Relates a manifestation to a limitation placed on reproduction, publication, exhibition, etc., of a manifestation.",,,,,,,,,,,restriction on use of manifestation,"A limitation placed on reproduction, publication, exhibition, etc., of a manifestation.",rdam:P30146,property,rdac:C10007,,,,Published,4.5,6
is review of (manifestation) (Deprecated),rdam:reviewOfManifestation.en,Relates a work to a manifestation used as the basis for a brief evaluation. (Deprecated),,,,,,,,,,,review of (manifestation) (Deprecated),A manifestation used as the basis for a brief evaluation. (Deprecated),rdam:P30041,property,rdac:C10001,rdam:P30023,,,Deprecated,,
has series statement,rdam:seriesStatement.en,"Relates a manifestation to a statement that identifies a series that is associated with a manifestation and a numbering of a manifestation within the series,","A series statement includes any or all of title of series, other title information of series, statement of responsibility relating to series, and numbering within sequence.",,,,,,,,,,series statement,"A statement that identifies a series that is associated with a manifestation and a numbering of a manifestation within the series,",rdam:P30106,property,rdac:C10007,,,,Published,2.12,6
has sound characteristic,rdam:soundCharacteristic.en,Relates a manifestation to a technical specification relating to the encoding of sound in a manifestation.,,,,,,,,,,,sound characteristic,A technical specification relating to the encoding of sound in a manifestation.,rdam:P30125,property,rdac:C10007,,,,Published,3.16,6
has sound content,rdam:soundContent.en,Relates a manifestation to an indication of the presence or absence of sound embodied by a manifestation.,"Sound content is present in an expression with a value of &quot;performed music&quot;, &quot;sounds&quot;, or &quot;spoken word&quot; for content type.",,,,,,,,,,sound content,An indication of the presence or absence of sound embodied by a manifestation.,rdam:P30454,property,rdac:C10007,,,,Published,7.18,4
is source consulted of,rdam:sourceConsultedOf.en,Relates a manifestation to a work that is a metadata work for which a manifestation provides evidence.,,,,,,,,,,,source consulted of,A work that is a metadata work for which a manifestation provides evidence.,rdam:P30334,property,rdac:C10007,rdam:P30265,,,Published,,2
has special issue (Deprecated),rdam:specialIssue.en,"Relates a manifestation to a manifestation that consists of a single issue or a supplementary section of a periodical or newspaper devoted to a special subject, with or without serial numbering. (Deprecated)",,,,,,,,,,,special issue (Deprecated),"A manifestation that consists of a single issue or a supplementary section of a periodical or newspaper devoted to a special subject, with or without serial numbering. (Deprecated)",rdam:P30030,property,rdac:C10007,rdam:P30033,,,Deprecated,24.5,2
is special issue of (Deprecated),rdam:specialIssueOf.en,"Relates a manifestation to a periodical or newspaper containing a single issue or a supplementary section devoted to a special subject, with or without serial numbering. (Deprecated)",,,,,,,,,,,special issue of (Deprecated),"A periodical or newspaper containing a single issue or a supplementary section devoted to a special subject, with or without serial numbering. (Deprecated)",rdam:P30101,property,rdac:C10007,rdam:P30020,,,Deprecated,24.5,2
has special playback characteristic,rdam:specialPlaybackCharacteristic.en,"Relates a manifestation to an equalization system, noise-reduction system, or other processing that is used in making an audio recording.",,,,,,,,,,,special playback characteristic,"An equalization system, noise-reduction system, or other processing that is used in making an audio recording.",rdam:P30138,property,rdac:C10007,rdam:P30125,,,Published,3.16.9,6
