*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],*status,instructionNumber,has element type,See Also[0]
has creator collective agent of work,rdaw:creatorCollectiveAgentOfWork.en,Relates a work to a collective agent who is responsible for creating a work.,"A creator of work includes an agent who is jointly responsible for the creation of a work either by performing the same role as another agent, such as in a collaboration between two writers, or by performing a different role, such as in a collaboration between a composer and a lyricist.",,,,,creator collective agent of work,A collective agent who is responsible for creating a work.,rdaw:P10484,property,rdac:C10001,rdaw:P10315,rdaw:P10065,Published,,2,
has architect collective agent,rdaw:architectCollectiveAgent.en,"Relates a work to a collective agent who is responsible for creating an architectural design, including a pictorial representation intended to show how a building or other structure will look when completed.",,,,,,architect collective agent,"A collective agent who is responsible for creating an architectural design, including a pictorial representation intended to show how a building or other structure will look when completed.",rdaw:P10485,property,rdac:C10001,rdaw:P10484,rdaw:P10062,Published,,2,
has commissioning collective agent,rdaw:commissioningCollectiveAgent.en,Relates a work to a collective agent who is responsible for commissioning a work.,,,,,,commissioning collective agent,A collective agent who is responsible for commissioning a work.,rdaw:P10486,property,rdac:C10001,rdaw:P10315,rdaw:P10287,Published,,2,
has programmer collective agent,rdaw:programmerCollectiveAgent.en,Relates a work to a collective agent who is responsible for creating a computer program.,,,,,,programmer collective agent,A collective agent who is responsible for creating a computer program.,rdaw:P10487,property,rdac:C10001,rdaw:P10484,rdaw:P10050,Published,,2,
has designer collective agent,rdaw:designerCollectiveAgent.en,Relates a work to a collective agent who is responsible for creating a design for an object.,,,,,,designer collective agent,A collective agent who is responsible for creating a design for an object.,rdaw:P10488,property,rdac:C10001,rdaw:P10484,rdaw:P10051,Published,,2,
has composer collective agent of work,rdaw:composerCollectiveAgentOfWork.en,Relates a work to a collective agent who is responsible for creating a musical work.,"Adaptation of another musical work to form a distinct alteration, paraphrasing a work or creating a work in the general style of another composer, or creating a work that is based on the music of another composer, is included.",,,,,composer collective agent of work,A collective agent who is responsible for creating a musical work.,rdaw:P10489,property,rdac:C10001,rdaw:P10484,rdaw:P10053,Published,,2,
has inventor collective agent,rdaw:inventorCollectiveAgent.en,Relates a work to a collective agent who is responsible for creating a new device or process.,,,,,,inventor collective agent,A collective agent who is responsible for creating a new device or process.,rdaw:P10490,property,rdac:C10001,rdaw:P10484,rdaw:P10054,Published,,2,
has compiler collective agent,rdaw:compilerCollectiveAgent.en,Relates a work to a collective agent who is responsible for creating a metadata description set.,"A metadata description set includes a bibliography of works, expressions, or manifestations, a directory of agents and places, and an analytic finding aid.",,,,,compiler collective agent,A collective agent who is responsible for creating a metadata description set.,rdaw:P10491,property,rdac:C10001,rdaw:P10495,rdaw:P10055,Published,,2,
has photographer collective agent of work,rdaw:photographerCollectiveAgentOfWork.en,Relates a work to a collective agent who is responsible for creating a photographic work.,,,,,,photographer collective agent of work,A collective agent who is responsible for creating a photographic work.,rdaw:P10492,property,rdac:C10001,rdaw:P10484,rdaw:P10056,Published,,2,
has interviewer collective agent of work,rdaw:interviewerCollectiveAgentOfWork.en,"Relates a work to a collective agent who is responsible for creating a work by acting as an interviewer, reporter, pollster, or some other kind of collective agent who gathers information.",,,,,,interviewer collective agent of work,"A collective agent who is responsible for creating a work by acting as an interviewer, reporter, pollster, or some other kind of collective agent who gathers information.",rdaw:P10493,property,rdac:C10001,rdaw:P10484,rdaw:P10057,Published,,2,
has interviewee collective agent of work,rdaw:intervieweeCollectiveAgentOfWork.en,"Relates a work to a collective agent who is responsible for creating a work by responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",,,,,,interviewee collective agent of work,"A collective agent who is responsible for creating a work by responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",rdaw:P10494,property,rdac:C10001,rdaw:P10484,rdaw:P10059,Published,,2,
has aggregator collective agent,rdaw:aggregatorCollectiveAgent.en,Relates a work to a collective agent who is responsible for creating an aggregating work by selecting and arranging expressions of other works.,,,,,,aggregator collective agent,A collective agent who is responsible for creating an aggregating work by selecting and arranging expressions of other works.,rdaw:P10495,property,rdac:C10001,rdaw:P10484,rdaw:P10393,Published,,2,
has remix artist collective agent,rdaw:remixArtistCollectiveAgent.en,"Relates a work to a collective agent who is responsible for creating an audio work by manipulating, recombining, mixing, and reproducing previously recorded sounds.","Remixing activities that do not substantially change the nature and content of the original work, and mixing recorded tracks together to appear as one continuous track, are excluded.",,,,,remix artist collective agent,"A collective agent who is responsible for creating an audio work by manipulating, recombining, mixing, and reproducing previously recorded sounds.",rdaw:P10496,property,rdac:C10001,rdaw:P10484,rdaw:P10306,Published,,2,
has filmmaker collective agent,rdaw:filmmakerCollectiveAgent.en,Relates a work to a collective agent who is responsible for creating an independent or personal film.,A filmmaker is individually responsible for the conception and execution of all aspects of the film.,,,,,filmmaker collective agent,A collective agent who is responsible for creating an independent or personal film.,rdaw:P10497,property,rdac:C10001,rdaw:P10484,rdaw:P10063,Published,,2,
has artist collective agent,rdaw:artistCollectiveAgent.en,"Relates a work to a collective agent who is responsible for creating an original graphic design, drawing, painting, etc.",,,,,,artist collective agent,"A collective agent who is responsible for creating an original graphic design, drawing, painting, etc.",rdaw:P10498,property,rdac:C10001,rdaw:P10484,rdaw:P10058,Published,,2,
has founder collective agent of work,rdaw:founderCollectiveAgentOfWork.en,Relates a work to a collective agent who is responsible for initiating a diachronic work.,,,,,,founder collective agent of work,A collective agent who is responsible for initiating a diachronic work.,rdaw:P10499,property,rdac:C10001,rdaw:P10484,rdaw:P10299,Published,,2,
has casting director collective agent,rdaw:castingDirectorCollectiveAgent.en,Relates a work to a collective agent who is responsible for most aspects of assigning parts and duties to performers.,,,,,,casting director collective agent,A collective agent who is responsible for most aspects of assigning parts and duties to performers.,rdaw:P10500,property,rdac:C10001,rdaw:P10484,rdaw:P10305,Published,,2,
has producer collective agent,rdaw:producerCollectiveAgent.en,"Relates a work to a collective agent who is responsible for most of the business aspects of a production for screen, sound recording, television, webcast, etc.","A producer is generally responsible for fundraising, managing the production, hiring key personnel, arranging for distributors, etc.",,,,,producer collective agent,"A collective agent who is responsible for most of the business aspects of a production for screen, sound recording, television, webcast, etc.",rdaw:P10501,property,rdac:C10001,rdaw:P10484,rdaw:P10064,Published,,2,
has director collective agent,rdaw:directorCollectiveAgent.en,"Relates a work to a collective agent who is responsible for the general management and supervision of a filmed performance, a radio or television program, etc.",,,,,,director collective agent,"A collective agent who is responsible for the general management and supervision of a filmed performance, a radio or television program, etc.",rdaw:P10502,property,rdac:C10001,rdaw:P10484,rdaw:P10066,Published,,2,
has issuing collective agent,rdaw:issuingCollectiveAgent.en,Relates a work to a collective agent who issues a work.,,,,,,issuing collective agent,A collective agent who issues a work.,rdaw:P10503,property,rdac:C10001,rdaw:P10315,rdaw:P10046,Published,,2,
has organizer collective agent,rdaw:organizerCollectiveAgent.en,"Relates a work to a collective agent who organizes a conference, exhibition, or other event that gives rise to a work.",,,,,,organizer collective agent,"A collective agent who organizes a conference, exhibition, or other event that gives rise to a work.",rdaw:P10504,property,rdac:C10001,rdaw:P10484,rdaw:P10297,Published,,2,
has consultant collective agent,rdaw:consultantCollectiveAgent.en,"Relates a work to a collective agent who provides consultation services, and often makes recommendations, for a related agent who is represented as a creator of a work.",,,,,,consultant collective agent,"A collective agent who provides consultation services, and often makes recommendations, for a related agent who is represented as a creator of a work.",rdaw:P10505,property,rdac:C10001,rdaw:P10484,rdaw:P10071,Published,,2,
has dedicatee corporate body of work,rdaw:dedicateeCorporateBodyOfWork.en,Relates a work to a corporate body to whom a work is dedicated.,,,,,,dedicatee corporate body of work,A corporate body to whom a work is dedicated.,rdaw:P10506,property,rdac:C10001,rdaw:P10314,rdaw:P10459,Published,,2,
has addressee corporate body,rdaw:addresseeCorporateBody.en,Relates a work to a corporate body to whom a work or a portion of a work is addressed.,,,,,,addressee corporate body,A corporate body to whom a work or a portion of a work is addressed.,rdaw:P10507,property,rdac:C10001,rdaw:P10314,rdaw:P10460,Published,,2,
has dedicator corporate body,rdaw:dedicatorCorporateBody.en,Relates a work to a corporate body who assigns a work as an acknowledgement of the inspiration or support of a related agent.,,,,,,dedicator corporate body,A corporate body who assigns a work as an acknowledgement of the inspiration or support of a related agent.,rdaw:P10508,property,rdac:C10001,rdaw:P10531,rdaw:P10461,Published,,2,
has director corporate body of photography,rdaw:directorCorporateBodyOfPhotography.en,"Relates a work to a corporate body who captures images, either electronically or on film or video stock, and often selects and arranges the lighting.",A director of photography for a movie is also called a chief cinematographer.,,,,,director corporate body of photography,"A corporate body who captures images, either electronically or on film or video stock, and often selects and arranges the lighting.",rdaw:P10509,property,rdac:C10001,rdaw:P10531,rdaw:P10462,Published,,2,
has researcher corporate body,rdaw:researcherCorporateBody.en,Relates a work to a corporate body who does research in support of the creation of a work.,,,,,,researcher corporate body,A corporate body who does research in support of the creation of a work.,rdaw:P10510,property,rdac:C10001,rdaw:P10531,rdaw:P10463,Published,,2,
has editorial director corporate body,rdaw:editorialDirectorCorporateBody.en,"Relates a work to a corporate body who has legal or intellectual responsibility, but not creative responsibility, for the editorial policy and content of a diachronic work.","Revision, clarification, or other change of content of an expression of a work is excluded.",,,,,editorial director corporate body,"A corporate body who has legal or intellectual responsibility, but not creative responsibility, for the editorial policy and content of a diachronic work.",rdaw:P10511,property,rdac:C10001,rdaw:P10531,rdaw:P10464,Published,,2,
has film director corporate body,rdaw:filmDirectorCorporateBody.en,Relates a work to a corporate body who is a director who is responsible for the general management and supervision of a filmed performance.,,,,,,film director corporate body,A corporate body who is a director who is responsible for the general management and supervision of a filmed performance.,rdaw:P10512,property,rdac:C10001,rdaw:P10549,rdaw:P10465,Published,,2,
has radio director corporate body,rdaw:radioDirectorCorporateBody.en,Relates a work to a corporate body who is a director who is responsible for the general management and supervision of a radio program.,,,,,,radio director corporate body,A corporate body who is a director who is responsible for the general management and supervision of a radio program.,rdaw:P10513,property,rdac:C10001,rdaw:P10549,rdaw:P10466,Published,,2,
has television director corporate body,rdaw:televisionDirectorCorporateBody.en,Relates a work to a corporate body who is a director who is responsible for the general management and supervision of a television program.,,,,,,television director corporate body,A corporate body who is a director who is responsible for the general management and supervision of a television program.,rdaw:P10514,property,rdac:C10001,rdaw:P10549,rdaw:P10467,Published,,2,
has audio producer corporate body,rdaw:audioProducerCorporateBody.en,Relates a work to a corporate body who is a producer who is responsible for managing most of the business aspects of an audio recording.,,,,,,audio producer corporate body,A corporate body who is a producer who is responsible for managing most of the business aspects of an audio recording.,rdaw:P10515,property,rdac:C10001,rdaw:P10548,rdaw:P10468,Published,,2,
has film producer corporate body,rdaw:filmProducerCorporateBody.en,Relates a work to a corporate body who is a producer who is responsible for most of the business aspects of the production of a film.,,,,,,film producer corporate body,A corporate body who is a producer who is responsible for most of the business aspects of the production of a film.,rdaw:P10516,property,rdac:C10001,rdaw:P10548,rdaw:P10469,Published,,2,
has radio producer corporate body,rdaw:radioProducerCorporateBody.en,Relates a work to a corporate body who is a producer who is responsible for most of the business aspects of a radio program.,,,,,,radio producer corporate body,A corporate body who is a producer who is responsible for most of the business aspects of a radio program.,rdaw:P10517,property,rdac:C10001,rdaw:P10548,rdaw:P10470,Published,,2,
has television producer corporate body,rdaw:televisionProducerCorporateBody.en,Relates a work to a corporate body who is a producer who is responsible for most of the business aspects of a television program.,,,,,,television producer corporate body,A corporate body who is a producer who is responsible for most of the business aspects of a television program.,rdaw:P10518,property,rdac:C10001,rdaw:P10548,rdaw:P10471,Published,,2,
has landscape architect corporate body,rdaw:landscapeArchitectCorporateBody.en,Relates a work to a corporate body who is an architect who is responsible for creating landscape works.,,,,,,landscape architect corporate body,A corporate body who is an architect who is responsible for creating landscape works.,rdaw:P10519,property,rdac:C10001,rdaw:P10532,rdaw:P10472,Published,,2,
has calligrapher corporate body,rdaw:calligrapherCorporateBody.en,"Relates a work to a corporate body who is an artist who is responsible for calligraphy where the focus of interest lies in the aesthetic value of the penmanship or graphic artistry, regardless of whether the same corporate body is also responsible for the inscribed text.",,,,,,calligrapher corporate body,"A corporate body who is an artist who is responsible for calligraphy where the focus of interest lies in the aesthetic value of the penmanship or graphic artistry, regardless of whether the same corporate body is also responsible for the inscribed text.",rdaw:P10520,property,rdac:C10001,rdaw:P10545,rdaw:P10473,Published,,2,
has sculptor corporate body,rdaw:sculptorCorporateBody.en,"Relates a work to a corporate body who is an artist who is responsible for creating a three-dimensional work by modeling, carving, or similar technique.",,,,,,sculptor corporate body,"A corporate body who is an artist who is responsible for creating a three-dimensional work by modeling, carving, or similar technique.",rdaw:P10521,property,rdac:C10001,rdaw:P10545,rdaw:P10474,Published,,2,
has book artist corporate body,rdaw:bookArtistCorporateBody.en,Relates a work to a corporate body who is an artist who is responsible for exploiting the book form or altering its physical structure.,,,,,,book artist corporate body,A corporate body who is an artist who is responsible for exploiting the book form or altering its physical structure.,rdaw:P10522,property,rdac:C10001,rdaw:P10545,rdaw:P10475,Published,,2,
has screenwriter corporate body,rdaw:screenwriterCorporateBody.en,"Relates a work to a corporate body who is an author of a screenplay, script, or scene.",,,,,,screenwriter corporate body,"A corporate body who is an author of a screenplay, script, or scene.",rdaw:P10523,property,rdac:C10001,rdaw:P10530,rdaw:P10476,Published,,2,
has lyricist corporate body,rdaw:lyricistCorporateBody.en,"Relates a work to a corporate body who is an author of the words of a popular song, including a song from a musical.",Authoring of only the dialogue from a musical is excluded.,,,,,lyricist corporate body,"A corporate body who is an author of the words of a popular song, including a song from a musical.",rdaw:P10524,property,rdac:C10001,rdaw:P10530,rdaw:P10477,Published,,2,
has librettist corporate body,rdaw:librettistCorporateBody.en,"Relates a work to a corporate body who is an author of the words of a musical or choreographic work such as an opera, a ballet, or other work for the musical stage, or an oratorio.",Authoring of the words of only the songs from a musical is excluded.,,,,,librettist corporate body,"A corporate body who is an author of the words of a musical or choreographic work such as an opera, a ballet, or other work for the musical stage, or an oratorio.",rdaw:P10525,property,rdac:C10001,rdaw:P10530,rdaw:P10478,Published,,2,
has rapporteur corporate body,rdaw:rapporteurCorporateBody.en,Relates a work to a corporate body who is an author who is appointed by an organization to report on the proceedings of its meetings.,Responsibility limited to taking minutes is excluded.,,,,,rapporteur corporate body,A corporate body who is an author who is appointed by an organization to report on the proceedings of its meetings.,rdaw:P10526,property,rdac:C10001,rdaw:P10530,rdaw:P10479,Published,,2,
has honouree corporate body of work,rdaw:honoureeCorporateBodyOfWork.en,Relates a work to a corporate body who is honoured by a work.,,honoree corporate body of work,,,,honouree corporate body of work,A corporate body who is honoured by a work.,rdaw:P10527,property,rdac:C10001,rdaw:P10314,rdaw:P10480,Published,,2,
has choreographer corporate body,rdaw:choreographerCorporateBody.en,Relates a work to a corporate body who is responsible for creating a choreographic work.,,,,,,choreographer corporate body,A corporate body who is responsible for creating a choreographic work.,rdaw:P10528,property,rdac:C10001,rdaw:P10531,rdaw:P10481,Published,,2,
has cartographer corporate body of work,rdaw:cartographerCorporateBodyOfWork.en,Relates a work to a corporate body who is responsible for creating a cartographic work.,,,,,,cartographer corporate body of work,A corporate body who is responsible for creating a cartographic work.,rdaw:P10529,property,rdac:C10001,rdaw:P10531,rdaw:P10482,Published,,2,
has author corporate body,rdaw:authorCorporateBody.en,Relates a work to a corporate body who is responsible for creating a textual work.,"Creation of a new work by paraphrasing, rewriting, or adapting works by another creator, if the modification has substantially changed the nature and content of the original or changed the medium of expression, is included.",,,,,author corporate body,A corporate body who is responsible for creating a textual work.,rdaw:P10530,property,rdac:C10001,rdaw:P10531,rdaw:P10483,Published,,2,
has creator corporate body of work,rdaw:creatorCorporateBodyOfWork.en,Relates a work to a corporate body who is responsible for creating a work.,"A creator of work includes an agent who is jointly responsible for the creation of a work either by performing the same role as another agent, such as in a collaboration between two writers, or by performing a different role, such as in a collaboration between a composer and a lyricist.",,,,,creator corporate body of work,A corporate body who is responsible for creating a work.,rdaw:P10531,property,rdac:C10001,rdaw:P10314,rdaw:P10484,Published,,3,
has architect corporate body,rdaw:architectCorporateBody.en,"Relates a work to a corporate body who is responsible for creating an architectural design, including a pictorial representation intended to show how a building or other structure will look when completed.",,,,,,architect corporate body,"A corporate body who is responsible for creating an architectural design, including a pictorial representation intended to show how a building or other structure will look when completed.",rdaw:P10532,property,rdac:C10001,rdaw:P10531,rdaw:P10485,Published,,2,
has commissioning corporate body,rdaw:commissioningCorporateBody.en,Relates a work to a corporate body who is responsible for commissioning a work.,,,,,,commissioning corporate body,A corporate body who is responsible for commissioning a work.,rdaw:P10533,property,rdac:C10001,rdaw:P10314,rdaw:P10486,Published,,2,
has programmer corporate body,rdaw:programmerCorporateBody.en,Relates a work to a corporate body who is responsible for creating a computer program.,,,,,,programmer corporate body,A corporate body who is responsible for creating a computer program.,rdaw:P10534,property,rdac:C10001,rdaw:P10531,rdaw:P10487,Published,,2,
has designer corporate body,rdaw:designerCorporateBody.en,Relates a work to a corporate body who is responsible for creating a design for an object.,,,,,,designer corporate body,A corporate body who is responsible for creating a design for an object.,rdaw:P10535,property,rdac:C10001,rdaw:P10531,rdaw:P10488,Published,,2,
has composer corporate body of work,rdaw:composerCorporateBodyOfWork.en,Relates a work to a corporate body who is responsible for creating a musical work.,"Adaptation of another musical work to form a distinct alteration, paraphrasing a work or creating a work in the general style of another composer, or creating a work that is based on the music of another composer, is included.",,,,,composer corporate body of work,A corporate body who is responsible for creating a musical work.,rdaw:P10536,property,rdac:C10001,rdaw:P10531,rdaw:P10489,Published,,2,
has inventor corporate body,rdaw:inventorCorporateBody.en,Relates a work to a corporate body who is responsible for creating a new device or process.,,,,,,inventor corporate body,A corporate body who is responsible for creating a new device or process.,rdaw:P10537,property,rdac:C10001,rdaw:P10531,rdaw:P10490,Published,,2,
has compiler corporate body,rdaw:compilerCorporateBody.en,Relates a work to a corporate body who is responsible for creating a metadata description set.,"A metadata description set includes a bibliography of works, expressions, or manifestations, a directory of agents and places, and an analytic finding aid.",,,,,compiler corporate body,A corporate body who is responsible for creating a metadata description set.,rdaw:P10538,property,rdac:C10001,rdaw:P10542,rdaw:P10491,Published,,2,
has photographer corporate body of work,rdaw:photographerCorporateBodyOfWork.en,Relates a work to a corporate body who is responsible for creating a photographic work.,,,,,,photographer corporate body of work,A corporate body who is responsible for creating a photographic work.,rdaw:P10539,property,rdac:C10001,rdaw:P10531,rdaw:P10492,Published,,2,
has interviewer corporate body of work,rdaw:interviewerCorporateBodyOfWork.en,"Relates a work to a corporate body who is responsible for creating a work by acting as an interviewer, reporter, pollster, or some other kind of corporate body who gathers information.",,,,,,interviewer corporate body of work,"A corporate body who is responsible for creating a work by acting as an interviewer, reporter, pollster, or some other kind of corporate body who gathers information.",rdaw:P10540,property,rdac:C10001,rdaw:P10531,rdaw:P10493,Published,,2,
has interviewee corporate body of work,rdaw:intervieweeCorporateBodyOfWork.en,"Relates a work to a corporate body who is responsible for creating a work by responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",,,,,,interviewee corporate body of work,"A corporate body who is responsible for creating a work by responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",rdaw:P10541,property,rdac:C10001,rdaw:P10531,rdaw:P10494,Published,,2,
has aggregator corporate body,rdaw:aggregatorCorporateBody.en,Relates a work to a corporate body who is responsible for creating an aggregating work by selecting and arranging expressions of other works.,,,,,,aggregator corporate body,A corporate body who is responsible for creating an aggregating work by selecting and arranging expressions of other works.,rdaw:P10542,property,rdac:C10001,rdaw:P10531,rdaw:P10495,Published,,2,
has remix artist corporate body,rdaw:remixArtistCorporateBody.en,"Relates a work to a corporate body who is responsible for creating an audio work by manipulating, recombining, mixing, and reproducing previously recorded sounds.","Remixing activities that do not substantially change the nature and content of the original work, and mixing recorded tracks together to appear as one continuous track, are excluded.",,,,,remix artist corporate body,"A corporate body who is responsible for creating an audio work by manipulating, recombining, mixing, and reproducing previously recorded sounds.",rdaw:P10543,property,rdac:C10001,rdaw:P10531,rdaw:P10496,Published,,2,
has filmmaker corporate body,rdaw:filmmakerCorporateBody.en,Relates a work to a corporate body who is responsible for creating an independent or personal film.,A filmmaker is individually responsible for the conception and execution of all aspects of the film.,,,,,filmmaker corporate body,A corporate body who is responsible for creating an independent or personal film.,rdaw:P10544,property,rdac:C10001,rdaw:P10531,rdaw:P10497,Published,,2,
has artist corporate body,rdaw:artistCorporateBody.en,"Relates a work to a corporate body who is responsible for creating an original graphic design, drawing, painting, etc.",,,,,,artist corporate body,"A corporate body who is responsible for creating an original graphic design, drawing, painting, etc.",rdaw:P10545,property,rdac:C10001,rdaw:P10531,rdaw:P10498,Published,,2,
has founder corporate body of work,rdaw:founderCorporateBodyOfWork.en,Relates a work to a corporate body who is responsible for initiating a diachronic work.,,,,,,founder corporate body of work,A corporate body who is responsible for initiating a diachronic work.,rdaw:P10546,property,rdac:C10001,rdaw:P10531,rdaw:P10499,Published,,2,
has casting director corporate body,rdaw:castingDirectorCorporateBody.en,Relates a work to a corporate body who is responsible for most aspects of assigning parts and duties to performers.,,,,,,casting director corporate body,A corporate body who is responsible for most aspects of assigning parts and duties to performers.,rdaw:P10547,property,rdac:C10001,rdaw:P10531,rdaw:P10500,Published,,2,
has producer corporate body,rdaw:producerCorporateBody.en,"Relates a work to a corporate body who is responsible for most of the business aspects of a production for screen, sound recording, television, webcast, etc.","A producer is generally responsible for fundraising, managing the production, hiring key personnel, arranging for distributors, etc.",,,,,producer corporate body,"A corporate body who is responsible for most of the business aspects of a production for screen, sound recording, television, webcast, etc.",rdaw:P10548,property,rdac:C10001,rdaw:P10531,rdaw:P10501,Published,,2,
has director corporate body,rdaw:directorCorporateBody.en,"Relates a work to a corporate body who is responsible for the general management and supervision of a filmed performance, a radio or television program, etc.",,,,,,director corporate body,"A corporate body who is responsible for the general management and supervision of a filmed performance, a radio or television program, etc.",rdaw:P10549,property,rdac:C10001,rdaw:P10531,rdaw:P10502,Published,,2,
has issuing corporate body,rdaw:issuingCorporateBody.en,Relates a work to a corporate body who issues a work.,,,,,,issuing corporate body,A corporate body who issues a work.,rdaw:P10550,property,rdac:C10001,rdaw:P10314,rdaw:P10503,Published,,2,
has organizer corporate body,rdaw:organizerCorporateBody.en,"Relates a work to a corporate body who organizes a conference, exhibition, or other event that gives rise to a work.",,,,,,organizer corporate body,"A corporate body who organizes a conference, exhibition, or other event that gives rise to a work.",rdaw:P10551,property,rdac:C10001,rdaw:P10531,rdaw:P10504,Published,,2,
has consultant corporate body,rdaw:consultantCorporateBody.en,"Relates a work to a corporate body who provides consultation services, and often makes recommendations, for a related agent who is represented as a creator of a work.",,,,,,consultant corporate body,"A corporate body who provides consultation services, and often makes recommendations, for a related agent who is represented as a creator of a work.",rdaw:P10552,property,rdac:C10001,rdaw:P10531,rdaw:P10505,Published,,2,
has dedicatee family of work,rdaw:dedicateeFamilyOfWork.en,Relates a work to a family to whom a work is dedicated.,,,,,,dedicatee family of work,A family to whom a work is dedicated.,rdaw:P10553,property,rdac:C10001,rdaw:P10313,rdaw:P10459,Published,,2,
has addressee family,rdaw:addresseeFamily.en,Relates a work to a family to whom a work or a portion of a work is addressed.,,,,,,addressee family,A family to whom a work or a portion of a work is addressed.,rdaw:P10554,property,rdac:C10001,rdaw:P10313,rdaw:P10460,Published,,2,
has dedicator family,rdaw:dedicatorFamily.en,Relates a work to a family who assigns a work as an acknowledgement of the inspiration or support of a related agent.,,,,,,dedicator family,A family who assigns a work as an acknowledgement of the inspiration or support of a related agent.,rdaw:P10555,property,rdac:C10001,rdaw:P10578,rdaw:P10461,Published,,2,
has director family of photography,rdaw:directorFamilyOfPhotography.en,"Relates a work to a family who captures images, either electronically or on film or video stock, and often selects and arranges the lighting.",A director of photography for a movie is also called a chief cinematographer.,,,,,director family of photography,"A family who captures images, either electronically or on film or video stock, and often selects and arranges the lighting.",rdaw:P10556,property,rdac:C10001,rdaw:P10578,rdaw:P10462,Published,,2,
has researcher family,rdaw:researcherFamily.en,Relates a work to a family who does research in support of the creation of a work.,,,,,,researcher family,A family who does research in support of the creation of a work.,rdaw:P10557,property,rdac:C10001,rdaw:P10578,rdaw:P10463,Published,,2,
has editorial director family,rdaw:editorialDirectorFamily.en,"Relates a work to a family who has legal or intellectual responsibility, but not creative responsibility, for the editorial policy and content of a diachronic work.","Revision, clarification, or other change of content of an expression of a work is excluded.",,,,,editorial director family,"A family who has legal or intellectual responsibility, but not creative responsibility, for the editorial policy and content of a diachronic work.",rdaw:P10558,property,rdac:C10001,rdaw:P10578,rdaw:P10464,Published,,2,
has film director family,rdaw:filmDirectorFamily.en,Relates a work to a family who is a director who is responsible for the general management and supervision of a filmed performance.,,,,,,film director family,A family who is a director who is responsible for the general management and supervision of a filmed performance.,rdaw:P10559,property,rdac:C10001,rdaw:P10596,rdaw:P10465,Published,,2,
has radio director family,rdaw:radioDirectorFamily.en,Relates a work to a family who is a director who is responsible for the general management and supervision of a radio program.,,,,,,radio director family,A family who is a director who is responsible for the general management and supervision of a radio program.,rdaw:P10560,property,rdac:C10001,rdaw:P10596,rdaw:P10466,Published,,2,
has television director family,rdaw:televisionDirectorFamily.en,Relates a work to a family who is a director who is responsible for the general management and supervision of a television program.,,,,,,television director family,A family who is a director who is responsible for the general management and supervision of a television program.,rdaw:P10561,property,rdac:C10001,rdaw:P10596,rdaw:P10467,Published,,2,
has audio producer family,rdaw:audioProducerFamily.en,Relates a work to a family who is a producer who is responsible for managing most of the business aspects of an audio recording.,,,,,,audio producer family,A family who is a producer who is responsible for managing most of the business aspects of an audio recording.,rdaw:P10562,property,rdac:C10001,rdaw:P10595,rdaw:P10468,Published,,2,
has film producer family,rdaw:filmProducerFamily.en,Relates a work to a family who is a producer who is responsible for most of the business aspects of the production of a film.,,,,,,film producer family,A family who is a producer who is responsible for most of the business aspects of the production of a film.,rdaw:P10563,property,rdac:C10001,rdaw:P10595,rdaw:P10469,Published,,2,
has radio producer family,rdaw:radioProducerFamily.en,Relates a work to a family who is a producer who is responsible for most of the business aspects of a radio program.,,,,,,radio producer family,A family who is a producer who is responsible for most of the business aspects of a radio program.,rdaw:P10564,property,rdac:C10001,rdaw:P10595,rdaw:P10470,Published,,2,
has television producer family,rdaw:televisionProducerFamily.en,Relates a work to a family who is a producer who is responsible for most of the business aspects of a television program.,,,,,,television producer family,A family who is a producer who is responsible for most of the business aspects of a television program.,rdaw:P10565,property,rdac:C10001,rdaw:P10595,rdaw:P10471,Published,,2,
has landscape architect family,rdaw:landscapeArchitectFamily.en,Relates a work to a family who is an architect who is responsible for creating landscape works.,,,,,,landscape architect family,A family who is an architect who is responsible for creating landscape works.,rdaw:P10566,property,rdac:C10001,rdaw:P10579,rdaw:P10472,Published,,2,
has calligrapher family,rdaw:calligrapherFamily.en,"Relates a work to a family who is an artist who is responsible for calligraphy where the focus of interest lies in the aesthetic value of the penmanship or graphic artistry, regardless of whether the same family is also responsible for the inscribed text.",,,,,,calligrapher family,"A family who is an artist who is responsible for calligraphy where the focus of interest lies in the aesthetic value of the penmanship or graphic artistry, regardless of whether the same family is also responsible for the inscribed text.",rdaw:P10567,property,rdac:C10001,rdaw:P10592,rdaw:P10473,Published,,2,
has sculptor family,rdaw:sculptorFamily.en,"Relates a work to a family who is an artist who is responsible for creating a three-dimensional work by modeling, carving, or similar technique.",,,,,,sculptor family,"A family who is an artist who is responsible for creating a three-dimensional work by modeling, carving, or similar technique.",rdaw:P10568,property,rdac:C10001,rdaw:P10592,rdaw:P10474,Published,,2,
